total_ic_mou_9,total_og_mou_9,vol_2g_mb_9,vol_3g_mb_9,label
156.14,1091.23,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
309.71,79.89,0.0,0.0,0.0
35.49,49.44,0.0,0.0,0.0
28.29,0.0,0.0,0.0,0.0
123.71,203.81,687.85,0.58,0.0
166.71,288.38,0.0,0.0,0.0
1389.76,1487.34,0.0,0.0,0.0
38.91,0.0,487.22,332.76,0.0
254.98,498.94,0.0,892.97,0.0
73.14,400.96,0.0,0.0,0.0
19.43,0.0,370.06,0.0,0.0
70.63,101.93,0.0,0.0,0.0
66.63,123.18,0.0,0.0,0.0
170.56,149.54,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
39.93,52.88,0.0,0.0,0.0
14.34,39.31,0.0,0.0,0.0
82.08,32.51,0.0,0.0,0.0
1465.81,1074.09,0.0,0.0,0.0
264.79,236.39,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
71.68,860.58,0.0,0.0,0.0
85.99,296.53,0.0,0.0,0.0
983.38,224.93,0.0,0.0,0.0
111.86,33.53,0.0,0.0,0.0
0.18,315.74,0.0,0.0,0.0
99.18,60.73,0.0,0.0,0.0
79.38,268.78,87.34,0.0,0.0
49.98,60.94,0.29,550.06,0.0
266.11,289.84,0.0,0.0,0.0
246.14,137.54,0.0,0.0,0.0
256.14,637.56,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
9.44,0.0,0.0,0.0,0.0
312.19,591.19,0.0,0.0,0.0
201.16,2.73,0.0,0.0,0.0
428.63,1252.48,14.59,135.7,0.0
99.56,91.53,83.52,807.91,0.0
586.18,31.36,0.0,0.0,0.0
171.18,604.84,0.0,0.0,0.0
601.11,58.36,3.95,237.91,0.0
9.54,11.38,0.0,0.0,0.0
214.16,110.63,0.98,12.67,0.0
983.91,58.86,0.0,0.0,0.0
139.74,95.88,0.0,0.0,0.0
212.69,128.81,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
639.08,229.74,0.0,0.0,0.0
150.43,1918.91,0.0,0.0,0.0
226.34,289.44,70.91,718.4,0.0
281.78,152.76,0.0,0.0,0.0
425.48,262.76,37.0,692.63,0.0
51.93,146.34,0.0,0.0,0.0
282.46,581.23,0.0,0.0,0.0
37.16,99.49,0.0,0.0,0.0
304.68,171.34,0.0,0.0,0.0
777.66,1742.94,0.0,0.0,0.0
5.98,1.01,0.0,0.0,0.0
216.51,223.56,0.0,0.0,0.0
142.18,464.86,4.26,2140.1,0.0
1032.21,1758.93,13.05,728.02,0.0
6.86,21.09,0.0,0.0,0.0
295.61,650.31,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
56.34,157.01,0.0,0.0,0.0
92.06,110.29,0.0,0.0,0.0
139.54,205.58,0.0,0.0,0.0
99.43,163.66,0.0,0.0,0.0
203.09,301.54,0.0,0.0,0.0
291.93,159.64,0.0,0.0,0.0
58.78,109.91,0.0,0.0,0.0
263.41,336.24,0.0,0.0,0.0
363.56,562.14,845.67,447.04,0.0
41.38,434.83,0.0,0.0,0.0
81.28,0.0,289.46,0.0,0.0
129.58,2485.86,0.0,0.0,0.0
316.78,445.61,0.0,0.0,0.0
545.44,369.18,0.0,0.0,0.0
104.53,0.0,548.29,176.26,0.0
76.74,64.21,1.78,1761.57,0.0
12.41,987.76,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
159.01,405.86,0.0,0.0,0.0
882.68,843.84,15.26,325.14,0.0
54.33,85.46,0.0,0.0,0.0
330.01,284.86,0.0,0.0,0.0
337.46,198.29,1.41,599.9,0.0
141.79,16.03,0.0,0.0,0.0
58.39,6.43,49.38,0.0,0.0
0.0,0.0,0.0,0.0,1.0
57.89,123.49,0.0,0.0,0.0
54.18,561.04,0.0,0.0,0.0
18.89,0.0,0.0,51.12,0.0
207.76,143.74,0.0,0.0,0.0
126.29,75.11,431.1,643.84,0.0
0.0,0.0,0.0,0.0,1.0
599.03,522.18,0.0,0.0,0.0
105.21,52.38,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
160.09,652.41,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
168.28,311.28,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
93.13,476.48,0.0,0.0,0.0
189.51,1078.26,67.21,1409.21,0.0
14.36,373.99,0.0,0.0,0.0
504.38,319.34,725.73,0.0,0.0
47.43,77.74,0.0,0.0,0.0
1035.16,871.93,1.0,551.12,0.0
167.81,242.54,0.0,0.0,0.0
2.86,0.0,0.68,1006.93,0.0
197.13,160.04,0.0,0.0,0.0
668.78,10.49,524.6,254.79,0.0
539.58,780.48,0.05,1322.62,0.0
140.61,253.09,0.0,0.0,0.0
105.58,181.88,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
50.74,33.48,0.0,0.0,0.0
243.79,1449.66,110.47,393.43,0.0
176.98,102.64,0.0,0.0,0.0
72.59,46.56,0.0,0.0,0.0
35.14,66.06,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
14.86,582.48,0.0,0.0,0.0
1519.89,213.58,7.91,0.0,0.0
235.29,544.01,215.13,0.0,0.0
134.36,1291.83,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
324.08,149.89,42.15,78.15,0.0
0.0,0.0,0.0,0.0,1.0
94.11,21.26,0.0,151.75,0.0
286.38,154.91,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
56.03,32.29,0.0,0.0,0.0
140.64,107.16,0.0,0.0,0.0
69.39,108.31,0.0,0.0,0.0
1633.38,228.21,0.0,0.0,0.0
52.51,114.61,0.0,0.0,0.0
53.19,67.03,0.0,0.0,0.0
67.89,266.79,0.0,0.0,0.0
25.29,77.59,0.0,0.0,0.0
1404.13,1047.11,0.0,0.0,0.0
157.31,83.18,563.49,0.0,0.0
265.13,162.99,0.0,0.0,0.0
198.44,703.86,0.0,0.0,0.0
74.46,622.39,0.0,0.0,0.0
554.14,1101.43,138.73,2867.83,0.0
75.29,20.58,0.0,0.0,0.0
0.0,16.13,17.27,639.39,0.0
264.86,120.38,0.0,0.0,0.0
195.91,141.46,0.0,0.0,0.0
150.79,68.79,0.0,0.0,0.0
213.01,785.91,0.0,0.0,0.0
120.99,529.94,381.23,0.0,0.0
103.26,73.84,0.0,0.0,0.0
163.79,2139.01,0.0,0.0,0.0
72.38,68.84,0.0,0.0,0.0
0.0,7.88,0.0,0.0,0.0
343.01,207.94,0.0,0.0,0.0
348.74,280.11,0.0,0.0,0.0
182.53,87.76,0.0,0.0,0.0
183.08,72.26,67.0,0.0,0.0
171.91,122.28,0.0,0.0,0.0
110.01,370.74,260.86,381.85,0.0
853.09,349.91,0.0,0.0,0.0
12.93,0.35,28.22,248.43,0.0
195.03,1834.48,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
190.14,15.43,0.0,0.0,0.0
98.64,119.68,0.0,0.0,0.0
55.06,4.24,1017.65,2331.19,0.0
153.04,279.48,0.0,0.0,0.0
22.64,305.64,0.0,0.0,0.0
76.91,39.14,0.0,0.0,0.0
180.21,1805.26,0.0,350.71,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
144.88,158.16,0.0,0.0,0.0
1133.54,163.21,46.37,0.0,0.0
0.0,0.0,0.0,0.0,1.0
91.54,38.53,0.0,0.0,0.0
204.54,358.71,0.0,0.0,0.0
28.31,8.78,89.06,0.0,0.0
53.99,69.26,0.0,0.0,0.0
2.43,3.86,824.13,3.96,0.0
63.89,61.08,0.0,0.0,0.0
161.96,80.08,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
132.04,130.31,0.0,0.0,0.0
75.38,48.63,11.02,491.82,0.0
732.34,2873.41,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
107.79,669.76,0.0,0.0,0.0
287.69,244.63,12.56,1129.82,0.0
163.43,471.54,0.0,0.0,0.0
676.71,579.79,0.0,0.0,0.0
46.51,1163.94,0.0,0.0,0.0
106.08,1437.83,0.0,0.0,0.0
98.21,7.91,0.0,0.0,0.0
278.34,150.86,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
187.99,186.44,0.0,0.0,0.0
695.13,385.74,0.0,0.0,0.0
24.63,63.76,0.0,0.0,0.0
361.29,297.93,159.39,2106.19,0.0
195.16,85.51,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
204.51,737.21,0.0,0.0,0.0
3.81,0.0,16.57,0.0,0.0
0.0,0.0,0.0,0.0,1.0
225.11,568.53,0.0,0.0,0.0
121.66,247.13,0.0,0.0,0.0
27.44,86.49,0.0,0.0,0.0
250.06,202.54,0.0,0.0,0.0
128.69,180.81,0.0,1.01,0.0
119.04,1.1,0.0,0.0,0.0
99.28,173.26,0.0,0.0,0.0
46.73,946.69,0.0,0.0,0.0
11.89,6.63,0.0,0.0,0.0
52.31,149.53,9.52,174.55,0.0
0.0,0.0,0.0,0.0,1.0
495.31,483.63,27.49,933.39,0.0
68.16,10.69,1040.49,0.0,0.0
15.61,29.14,0.0,0.0,0.0
34.68,5.7,0.0,0.0,0.0
25.06,20.88,4.98,181.29,0.0
276.01,178.53,0.0,0.0,0.0
142.63,2.41,0.0,0.0,0.0
87.23,30.28,0.0,0.0,0.0
88.51,114.38,174.94,0.0,0.0
0.0,0.0,0.0,0.0,1.0
28.03,259.09,0.0,0.0,0.0
291.29,270.74,0.0,0.0,0.0
176.59,563.76,0.0,0.0,0.0
175.59,87.46,0.0,0.0,0.0
38.19,26.81,0.0,0.0,0.0
341.64,153.01,0.0,0.0,0.0
236.99,203.04,1.12,1131.33,0.0
319.31,84.08,0.0,0.0,0.0
14.48,462.36,0.0,0.0,0.0
184.26,108.94,0.0,0.0,0.0
89.06,14.56,0.0,0.0,0.0
157.24,40.44,0.0,0.0,0.0
252.16,162.04,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
21.26,533.54,178.59,144.38,0.0
1213.36,1516.89,13.93,365.92,0.0
122.69,58.68,0.0,0.0,0.0
43.01,136.09,0.0,0.0,0.0
70.84,62.46,17.94,1124.01,0.0
42.24,128.89,0.0,0.0,0.0
71.66,410.91,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
121.84,87.24,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
86.99,462.69,0.0,0.0,0.0
0.43,0.0,521.86,0.0,0.0
0.0,0.0,0.0,0.0,1.0
977.66,341.69,0.0,0.0,0.0
59.63,1188.33,0.0,0.0,0.0
3.75,5.58,0.0,0.0,0.0
163.96,443.99,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
129.19,1403.38,0.0,0.0,0.0
489.99,476.48,31.92,453.73,0.0
285.78,213.29,136.66,667.23,0.0
19.66,610.61,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
241.04,734.98,0.0,0.0,0.0
80.96,95.84,3.31,2194.08,0.0
29.46,373.58,0.0,0.0,0.0
53.71,65.34,0.0,0.0,0.0
17.46,300.38,0.0,0.0,0.0
191.84,268.31,0.0,0.0,0.0
80.91,393.96,0.0,0.0,0.0
642.56,133.74,0.0,0.0,0.0
27.63,280.08,0.0,0.0,0.0
943.36,0.3,0.0,0.0,0.0
134.91,794.89,0.0,0.0,0.0
46.68,1.01,0.0,0.0,0.0
3.18,53.93,0.0,0.0,0.0
303.74,109.49,0.0,0.0,0.0
33.81,49.71,0.0,0.0,0.0
148.49,390.19,0.0,0.0,0.0
0.0,1.63,0.0,0.0,0.0
195.98,136.78,0.0,0.0,0.0
82.53,0.0,0.0,0.0,0.0
270.18,395.03,0.0,0.0,0.0
450.93,260.84,0.0,0.0,0.0
0.43,9.71,33.1,380.77,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
209.34,573.03,0.0,0.0,0.0
25.24,110.24,122.77,0.0,0.0
47.03,41.11,0.0,0.0,0.0
98.99,461.68,0.0,0.0,0.0
75.14,76.34,0.0,0.0,0.0
36.21,0.73,535.33,0.0,0.0
55.23,644.64,0.0,0.0,0.0
69.04,418.59,0.0,0.0,0.0
170.53,424.59,0.0,0.0,0.0
175.54,184.59,0.0,0.0,0.0
167.24,59.68,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
361.43,229.21,0.0,0.0,0.0
305.34,439.09,0.0,0.0,0.0
117.56,247.44,0.37,28.66,0.0
2.13,0.0,760.58,0.0,0.0
176.84,125.84,0.0,0.0,0.0
148.56,245.79,0.0,0.0,0.0
74.93,47.36,0.0,0.0,0.0
89.91,407.59,0.0,0.0,0.0
45.63,18.86,783.61,46.19,0.0
555.66,167.19,41.93,0.0,0.0
283.49,71.91,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
41.26,99.46,0.0,0.0,0.0
470.96,124.39,8.8,416.93,0.0
62.41,55.73,7.81,0.0,0.0
144.99,216.08,0.0,0.0,0.0
111.81,114.59,0.0,0.0,0.0
195.63,23.04,0.0,0.0,0.0
0.0,0.34,4.52,423.59,0.0
350.81,229.63,0.0,0.0,0.0
0.44,0.0,0.0,0.0,0.0
116.19,100.11,0.0,0.0,0.0
165.11,281.03,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
95.08,30.84,14.13,621.24,0.0
92.13,132.88,0.0,0.0,0.0
1.98,0.21,2.43,340.11,0.0
164.46,55.78,0.0,0.0,0.0
75.34,12.19,0.0,0.0,0.0
156.19,42.59,0.0,0.0,0.0
0.0,0.0,9.91,1985.77,0.0
188.88,546.86,0.0,0.0,0.0
479.36,207.28,0.0,0.0,0.0
44.99,114.61,0.0,0.0,0.0
504.56,130.06,0.0,0.0,0.0
35.39,3.14,0.0,0.0,0.0
23.54,35.78,0.0,0.0,0.0
87.28,353.91,0.0,0.0,0.0
612.29,72.68,0.0,0.0,0.0
70.41,273.78,0.0,0.0,0.0
198.43,587.13,0.0,0.0,0.0
163.54,361.36,0.0,0.0,0.0
148.11,136.74,0.0,0.0,0.0
157.11,18.58,101.69,0.0,0.0
122.43,35.53,0.0,0.0,0.0
286.88,69.34,0.0,0.0,0.0
72.04,84.68,105.73,0.0,0.0
0.0,0.0,0.0,0.0,1.0
30.31,115.16,0.0,0.0,0.0
81.98,312.29,0.0,0.0,0.0
47.51,737.69,0.0,0.0,0.0
224.84,115.41,0.0,0.0,0.0
49.96,4.16,282.74,0.0,0.0
139.96,298.69,0.0,0.0,0.0
289.13,16.21,0.0,0.0,0.0
13.58,63.51,0.0,0.0,0.0
246.91,235.38,0.0,0.0,0.0
0.16,25.09,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.4,11.92,675.41,0.0
110.51,200.83,0.0,0.0,0.0
144.39,87.61,0.0,0.0,0.0
60.93,414.51,0.0,0.0,0.0
334.18,722.09,488.64,0.0,0.0
489.01,120.39,0.0,0.0,0.0
1245.49,1351.83,0.0,0.0,0.0
154.21,740.59,0.0,1.16,0.0
230.88,99.93,0.0,0.0,0.0
12.29,181.74,0.0,0.0,0.0
174.43,16.99,0.0,0.0,0.0
40.58,395.66,0.0,0.0,0.0
84.46,1950.93,0.0,0.0,0.0
158.56,208.79,99.34,0.0,0.0
0.0,0.0,0.0,0.0,1.0
10.43,2.91,0.0,0.0,0.0
92.31,327.49,0.0,0.0,0.0
80.49,50.21,3.66,372.54,0.0
168.34,34.18,0.0,0.0,0.0
124.78,367.84,0.0,0.0,0.0
54.83,159.74,0.0,0.0,0.0
0.45,39.74,0.0,0.0,0.0
54.28,47.68,0.0,0.0,0.0
73.01,36.54,0.0,0.0,0.0
222.59,327.71,455.04,0.0,0.0
0.0,0.0,1089.53,0.0,0.0
0.0,0.0,0.0,0.0,1.0
5.16,112.66,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
8.79,0.0,0.0,0.0,0.0
252.74,63.71,0.0,0.0,0.0
713.23,136.58,0.0,0.0,0.0
72.61,260.94,1676.69,182.73,0.0
180.81,1380.81,0.0,0.0,0.0
166.93,194.01,0.0,0.0,0.0
520.56,205.31,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
162.34,217.08,0.0,0.0,0.0
467.39,273.99,8.19,1291.1,0.0
539.23,218.56,0.0,0.0,0.0
149.16,204.96,157.51,401.48,0.0
100.23,88.74,0.0,0.0,0.0
0.0,136.66,0.0,0.0,0.0
1190.66,689.91,38.67,1630.54,0.0
62.29,108.89,0.0,0.0,0.0
22.36,110.26,0.0,0.0,0.0
135.23,58.84,0.0,0.0,0.0
41.56,59.16,0.0,0.0,0.0
273.93,93.39,0.0,0.0,0.0
130.38,317.01,0.0,0.0,0.0
162.21,86.83,49.44,232.61,0.0
113.71,614.06,0.0,0.0,0.0
394.31,54.13,0.0,0.0,0.0
20.69,179.09,0.0,0.0,0.0
49.81,32.24,0.0,0.0,0.0
42.84,29.01,0.0,0.0,0.0
245.18,323.24,0.0,0.0,0.0
104.96,410.26,0.0,0.0,0.0
93.59,650.04,0.0,0.0,0.0
3373.19,131.06,0.0,0.0,0.0
11.49,21.56,0.0,0.0,0.0
50.69,167.86,50.65,1753.1,0.0
276.84,60.33,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
360.98,965.26,282.42,266.08,0.0
145.01,4111.88,0.0,0.0,0.0
111.86,172.19,0.0,0.0,0.0
20.63,94.29,0.15,747.55,0.0
237.96,52.88,0.0,0.0,0.0
78.54,650.28,0.0,0.0,0.0
46.53,27.28,0.0,0.0,0.0
561.18,355.86,0.0,0.0,0.0
471.84,559.63,0.51,402.41,0.0
375.28,471.53,0.0,0.0,0.0
39.84,122.56,39.97,5754.8,0.0
0.0,0.0,0.0,0.0,1.0
172.73,114.06,0.0,0.0,0.0
77.46,259.29,262.52,0.0,0.0
102.14,112.88,0.0,0.0,0.0
150.21,105.91,0.0,0.0,0.0
87.71,94.39,0.0,0.0,0.0
354.04,303.54,0.0,0.0,0.0
0.95,3.68,0.0,0.0,0.0
132.48,499.44,0.0,0.0,0.0
258.44,239.63,1261.71,0.0,0.0
0.0,0.0,0.0,0.0,1.0
838.49,1270.84,0.0,0.0,0.0
109.23,673.38,0.0,0.0,0.0
77.44,611.98,0.0,0.0,0.0
259.44,949.44,0.0,0.0,0.0
98.88,132.16,0.0,0.0,0.0
51.23,44.63,0.0,0.0,0.0
194.79,153.58,0.0,0.0,0.0
79.54,251.69,0.0,0.0,0.0
55.93,287.18,0.0,0.0,0.0
67.63,501.06,0.0,0.0,0.0
144.94,663.68,2.54,15.79,0.0
291.53,806.84,22.92,1482.87,0.0
2.75,0.0,0.0,0.0,0.0
189.64,788.09,0.0,0.0,0.0
363.53,2.06,0.0,0.0,0.0
48.71,40.13,0.0,0.0,0.0
91.03,45.03,195.14,3005.54,0.0
1.01,24.34,608.18,0.0,0.0
161.64,4629.93,0.0,0.0,0.0
31.33,118.04,0.0,0.0,0.0
50.99,515.79,0.0,0.0,0.0
4.04,3.93,997.9,0.0,0.0
275.56,246.13,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
31.83,56.99,73.41,0.0,0.0
63.09,131.74,0.0,0.0,0.0
106.76,48.01,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
155.09,78.18,0.0,0.0,0.0
140.83,71.73,40.17,439.43,0.0
188.54,355.78,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
8.18,33.38,0.0,0.0,0.0
612.73,91.04,0.0,0.0,0.0
0.0,0.0,100.25,0.0,0.0
208.18,104.44,0.0,0.0,0.0
136.04,99.18,0.0,0.0,0.0
52.88,4984.09,0.0,0.0,0.0
58.06,85.54,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
4.49,71.81,0.0,0.0,0.0
40.69,34.58,0.0,0.0,0.0
92.99,472.78,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
156.14,65.71,0.0,0.0,0.0
28.76,60.96,0.0,0.0,0.0
22.83,1039.48,0.0,0.0,0.0
75.51,35.83,0.0,0.0,0.0
188.16,100.16,0.0,0.0,0.0
284.81,96.03,0.0,0.0,0.0
676.63,61.69,0.0,0.0,0.0
0.0,2191.13,0.0,0.0,0.0
16.84,570.59,0.0,0.0,0.0
67.06,1576.01,0.0,0.0,0.0
267.06,413.43,0.0,0.0,0.0
120.16,21.79,0.0,0.0,0.0
25.91,2.79,0.0,0.0,0.0
3.49,2.95,331.65,0.0,0.0
471.09,235.93,0.0,0.0,0.0
248.81,202.56,0.0,0.0,0.0
205.53,40.51,37.56,708.31,0.0
22.74,12.26,144.91,2.34,0.0
37.83,30.14,314.37,98.83,0.0
209.96,71.29,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
42.01,48.28,0.0,0.0,0.0
312.33,25.24,0.0,0.0,0.0
408.09,250.76,0.0,0.0,0.0
27.23,36.48,0.0,0.0,0.0
0.0,0.0,64.89,324.42,0.0
202.23,36.16,0.0,0.0,0.0
9.73,37.46,0.0,0.0,0.0
22.68,0.0,24.03,217.57,0.0
339.43,219.21,11.59,968.13,0.0
24.89,13.33,716.72,0.0,0.0
211.14,109.91,0.0,0.0,0.0
59.49,483.03,0.0,0.0,0.0
2.16,15.18,0.0,0.0,0.0
211.29,191.91,0.0,0.0,0.0
116.93,17.29,0.0,0.0,0.0
178.46,47.08,770.52,1748.03,0.0
162.04,296.93,0.0,0.0,0.0
202.69,483.59,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
45.71,123.58,0.0,0.0,0.0
31.48,54.23,2.88,53.1,0.0
299.28,739.64,0.0,0.0,0.0
92.98,17.39,0.0,0.0,0.0
973.79,355.99,0.0,0.0,0.0
14.06,310.16,0.0,0.0,0.0
221.81,3352.81,0.0,0.0,0.0
139.11,407.79,0.0,0.0,0.0
131.71,187.19,477.25,0.0,0.0
208.98,279.23,0.0,0.0,0.0
14.88,3.59,25.45,490.79,0.0
144.93,253.04,184.68,0.0,0.0
257.33,192.03,0.0,0.0,0.0
42.21,533.29,0.09,0.0,0.0
0.0,0.0,0.0,0.0,1.0
60.81,111.74,0.0,0.0,0.0
344.79,231.99,0.0,0.0,0.0
591.13,238.66,0.0,0.0,0.0
78.18,59.44,0.0,0.0,0.0
277.91,83.89,0.0,0.0,0.0
164.64,91.01,12.41,411.65,0.0
327.64,92.73,110.83,1115.18,0.0
0.68,13.36,0.0,0.0,0.0
40.86,7.88,0.0,0.0,0.0
159.74,222.44,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
4.16,4.28,0.0,0.0,0.0
11.73,3.98,0.0,0.0,0.0
117.81,382.03,0.0,0.0,0.0
239.28,335.36,0.0,0.0,0.0
64.58,15.21,207.38,0.0,0.0
108.26,72.66,272.18,0.13,0.0
67.26,33.91,0.0,0.0,0.0
54.33,116.38,0.0,0.0,0.0
862.18,337.21,221.07,0.0,0.0
92.38,59.93,0.0,0.0,0.0
56.49,560.48,0.0,0.0,0.0
154.01,37.86,5.21,119.0,0.0
558.18,167.79,13.71,190.88,0.0
247.89,21.54,0.0,0.0,0.0
67.68,531.11,0.0,0.0,0.0
349.03,262.41,0.0,0.0,0.0
410.76,198.28,101.37,658.22,0.0
0.0,0.0,0.0,0.0,1.0
302.13,637.81,0.0,0.0,0.0
52.68,71.63,0.0,0.0,0.0
72.08,219.31,0.0,0.0,0.0
112.08,424.44,0.0,0.0,0.0
62.68,216.94,0.0,0.0,0.0
221.64,226.49,264.67,1222.11,0.0
72.04,55.51,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
1.36,0.0,11.02,583.08,0.0
47.23,565.66,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
